序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1737,300822,贝仕达克,21.19,0.05,0.01,58862.0,125105919.8,3.68,21.64,20.86,21.09,21.18,0.69,2.04,83.0,5.17,6601452078.0,6123529385.0,0.0,0.0,-31.73,2.62
1738,300880,迦南智能,22.5,0.04,0.01,46145.0,105125252.64,3.38,23.09,22.33,22.5,22.49,0.98,2.37,19.11,4.19,4390588800.0,4389964425.0,0.09,0.18,-6.79,1.35
1739,300415,伊之密,23.57,0.04,0.01,232290.0,554422438.72,3.99,24.36,23.42,23.97,23.56,0.63,5.13,17.24,3.88,11044008320.0,10679381716.0,-0.17,-0.3,16.68,17.5
1740,301633,港迪技术,83.09,0.02,0.02,8119.0,67527523.0,2.2,83.98,82.15,82.89,83.07,0.85,5.83,59.79,5.2,4626451200.0,1156612800.0,0.0,0.12,-9.7,-0.47
1741,002959,小熊电器,42.1,0.02,0.01,14355.0,60748081.05,1.88,42.62,41.83,42.13,42.09,0.81,0.93,27.52,2.51,6612295718.0,6499409830.0,-0.05,0.05,-2.09,-12.13
1742,000526,学大教育,48.67,0.02,0.01,33147.0,164322301.37,4.19,50.47,48.43,49.15,48.66,0.99,2.79,25.56,7.42,5989802737.0,5791248605.0,0.0,-0.12,16.05,15.72
1743,301567,贝隆精密,42.5,0.0,0.0,6496.0,27805446.0,2.38,43.28,42.27,42.5,42.5,0.55,3.06,88.21,4.18,3060000000.0,902693625.0,0.19,0.24,-14.49,-5.3
1744,301557,常友科技,,,,,,,,,,28.88,,0.0,12.16,1.28,1279611314.0,319990400.0,,,0.0,0.0
1745,301519,舜禹股份,13.31,0.0,0.0,14934.0,19983783.89,2.18,13.52,13.23,13.28,13.31,0.74,1.91,120.45,1.45,2184969600.0,1038346375.0,-0.08,0.08,-3.69,-1.48
1746,301501,恒鑫生活,,,,,,,,,,,,0.0,,,,,,,,
1747,301479,弘景光电,,,,,,,,,,41.9,,0.0,12.09,3.38,1996954000.0,,,,0.0,0.0
1748,301468,博盈特焊,21.91,0.0,0.0,7009.0,15491592.56,2.33,22.33,21.82,21.89,21.91,0.69,0.91,32.75,1.25,2892120000.0,1684632052.0,-0.09,-0.09,-5.07,4.43
1749,301393,昊帆生物,41.45,0.0,0.0,9150.0,38288622.0,2.39,42.28,41.29,41.45,41.45,0.86,2.27,34.85,2.0,4476600000.0,1672880550.0,0.0,0.1,-10.59,3.86
1750,301356,天振股份,16.81,0.0,0.0,11356.0,19314266.4,3.87,17.44,16.79,16.82,16.81,1.14,2.07,-64.24,1.23,3630960000.0,921356100.0,-0.06,-0.24,-6.97,6.66
1751,301335,天元宠物,,,,,,,,,,27.21,,0.0,47.2,1.82,3428460000.0,1357098859.0,,,27.93,20.93
1752,301318,维海德,31.5,0.0,0.0,25844.0,82488258.5,3.68,32.49,31.33,31.67,31.5,0.75,4.42,36.2,2.37,4256622594.0,1843182243.0,-0.06,-0.13,-4.69,6.71
1753,301275,汉朔科技,,,,,,,,,,27.5,,0.0,14.72,3.85,10454400000.0,,,,0.0,0.0
1754,301234,五洲医疗,27.2,0.0,0.0,9489.0,25981582.48,2.35,27.69,27.05,27.4,27.2,0.91,5.15,40.4,2.44,1849600000.0,500809120.0,0.0,0.0,-0.62,8.15
1755,301192,泰祥股份,20.26,0.0,0.0,17399.0,35604860.0,3.31,20.77,20.1,20.38,20.26,1.06,3.63,34.68,3.41,2023974000.0,969820875.0,0.05,0.3,7.31,16.37
1756,301175,中科环保,5.18,0.0,0.0,205615.0,107313558.04,2.12,5.26,5.15,5.19,5.18,0.52,3.31,23.77,2.13,7624338400.0,3221338400.0,0.0,0.0,-6.67,-4.07
1757,301048,金鹰重工,9.06,0.0,0.0,29516.0,26972541.5,2.32,9.24,9.03,9.06,9.06,0.63,0.55,34.6,1.89,4832000604.0,4832000604.0,0.0,0.0,-7.93,-3.31
1758,300958,建工修复,11.84,0.0,0.0,27700.0,33039250.0,2.28,12.06,11.79,11.83,11.84,0.7,3.04,163.27,1.35,1855761095.0,1078025216.0,0.0,-0.17,-8.57,2.78
